Product/Internal Reference,Product/Name,Product/Barcode,Financial Category,Available Quantity,Quantity,Lot/Serial Number,Location,Lot/Serial Number/Production Date,Lot/Serial Number/Expiration Date,Lot/Serial Number/Removal Date,Lot/Serial Number/Alert Date,Product/Breadfast Barcode
PROD-006004,Big Tissue Roll,BAR-0000006004,Personal Care,122.0,122.0,LOT-0000006004,KAT/Stock,2024-07-12,2029-03-28,2029-02-03,2029-02-03,UNKNOWN_BREADFAST_BARCODE
PROD-006005,A4 Paper,BAR-0000006005,Commodities,444.0,444.0,LOT-0000006005,KAT/Stock/Zone (F),2025-07-19,2028-07-18,2028-06-17,2028-06-17,BREAD-0000006005
PROD-006006,Shanon,BAR-0000006006,All / ASTS / Furniture,488.0,488.0,LOT-0000006006,KAT/Stock,2024-08-17,2028-11-06,2028-09-18,2028-09-18,UNKNOWN_BREADFAST_BARCODE
PROD-006007,Flash,BAR-0000006007,Water,474.0,474.0,LOT-0000006007,KAT/Stock/Zone (A),2025-05-16,2027-11-01,2027-08-31,2027-08-31,BREAD-0000006007
PROD-006008,Rhodes Natural Feta Gold,BAR-0000006008,Personal Care,227.0,227.0,LOT-0000006008,KAT/Stock/Zone (F),2024-01-19,2026-01-21,2025-12-09,2025-12-09,UNKNOWN_BREADFAST_BARCODE
PROD-006009,Rhodes Cheddar Cheese,UNKNOWN_BARCODE,Personal Care,337.0,337.0,LOT-0000006009,KAT/Stock/Zone (F),2023-08-05,2028-05-16,2028-02-22,2028-02-22,BREAD-0000006009
PROD-006010,Rhodes Natural Feta Gold,UNKNOWN_BARCODE,Personal Care,478.0,478.0,LOT-0000006010,KAT/Stock/Zone (F),2025-04-12,2027-02-07,2026-12-03,2026-12-03,BREAD-0000006010
PROD-006011,Shanon,BAR-0000006011,All / Consumables / Cons - Operations,272.0,272.0,LOT-0000006011,KAT/Stock,2025-03-16,2028-09-17,2028-05-06,2028-05-06,BREAD-0000006011
PROD-006012,Big Tissue Roll,UNKNOWN_BARCODE,Commodities,245.0,245.0,LOT-0000006012,KAT/Stock,2025-11-22,2027-09-24,2027-06-03,2027-06-03,BREAD-0000006012
PROD-006013,Shanon,BAR-0000006013,Centralized Fresh,436.0,436.0,LOT-0000006013,KAT/Stock/Zone (A),2025-02-19,2029-02-09,2028-09-20,2028-09-20,BREAD-0000006013
PROD-006014,Rhodes Natural Feta Gold,UNKNOWN_BARCODE,All / ASTS / Furniture,389.0,389.0,LOT-0000006014,KAT/Stock/Zone (F),2023-08-04,2026-11-17,2026-06-07,2026-06-07,UNKNOWN_BREADFAST_BARCODE
PROD-006015,Rhodes Natural Feta Gold,BAR-0000006015,Personal Care,38.0,38.0,LOT-0000006015,KAT/Stock/Zone (A),2023-04-11,2027-10-31,2027-05-27,2027-05-27,BREAD-0000006015
PROD-006016,Rhodes Cheddar Cheese,BAR-0000006016,Centralized Fresh,408.0,408.0,LOT-0000006016,KAT/Stock/Zone (F),2024-04-14,2026-09-06,2026-06-19,2026-06-19,BREAD-0000006016
PROD-006017,Elano Water Carton,BAR-0000006017,Commodities,169.0,169.0,LOT-0000006017,KAT/Stock/Zone (B),2023-06-29,2027-04-11,2026-12-19,2026-12-19,BREAD-0000006017
PROD-006018,Argento Clear Offer,UNKNOWN_BARCODE,All / ASTS / Furniture,425.0,425.0,LOT-0000006018,KAT/Stock,2024-09-30,2028-03-04,2027-11-17,2027-11-17,BREAD-0000006018
PROD-006019,Shanon,BAR-0000006019,All / ASTS / Furniture,314.0,314.0,LOT-0000006019,KAT/Stock/Zone (A),2024-01-12,2027-08-06,2027-04-13,2027-04-13,BREAD-0000006019
PROD-006020,Flash,UNKNOWN_BARCODE,Coffee & Other Drinks,101.0,101.0,LOT-0000006020,KAT/Stock,2024-11-11,2026-12-02,2026-07-26,2026-07-26,BREAD-0000006020
PROD-006021,Argento Clear Offer,BAR-0000006021,Commodities,293.0,293.0,LOT-0000006021,KAT/Stock,2025-03-27,2028-05-29,2027-12-12,2027-12-12,BREAD-0000006021
PROD-006022,Shanon,BAR-0000006022,All / ASTS / Furniture,414.0,414.0,LOT-0000006022,KAT/Stock/Zone (B),2023-10-07,2027-02-11,2026-11-17,2026-11-17,BREAD-0000006022
PROD-006023,Puvana Natural Water,BAR-0000006023,Commodities,242.0,242.0,LOT-0000006023,KAT/Stock/Zone (B),2025-04-28,2027-07-29,2027-06-05,2027-06-05,BREAD-0000006023
PROD-006024,Harvest Tomato Paste,UNKNOWN_BARCODE,Commodities,156.0,156.0,LOT-0000006024,KAT/Stock/Zone (F),2025-01-22,2029-12-23,2029-11-09,2029-11-09,BREAD-0000006024
PROD-006025,Harvest Tomato Paste,BAR-0000006025,Personal Care,359.0,359.0,LOT-0000006025,KAT/Stock/Zone (B),2023-09-07,2028-07-16,2028-03-06,2028-03-06,BREAD-0000006025
PROD-006026,Rhodes Natural Feta Gold,UNKNOWN_BARCODE,All / Consumables / Cons - Operations,264.0,264.0,LOT-0000006026,KAT/Stock/Zone (F),2025-07-02,2030-05-15,2030-01-08,2030-01-08,BREAD-0000006026
PROD-006027,Harvest Tomato Paste,BAR-0000006027,Personal Care,256.0,256.0,LOT-0000006027,KAT/Stock/Zone (B),2025-02-11,2029-07-17,2029-04-02,2029-04-02,BREAD-0000006027
PROD-006028,A4 Paper,UNKNOWN_BARCODE,Personal Care,463.0,463.0,LOT-0000006028,KAT/Stock/Zone (B),2024-10-02,2029-03-05,2028-10-23,2028-10-23,BREAD-0000006028
PROD-006029,Flash,BAR-0000006029,Centralized Fresh,357.0,357.0,LOT-0000006029,KAT/Stock/Zone (A),2023-11-23,2028-08-03,2028-05-01,2028-05-01,BREAD-0000006029
PROD-006030,Harvest Tomato Paste,BAR-0000006030,All / Consumables / Cons - Cleaning,342.0,342.0,LOT-0000006030,KAT/Stock/Zone (B),2025-06-08,2030-02-25,2029-10-06,2029-10-06,BREAD-0000006030
PROD-006031,Big Tissue Roll,BAR-0000006031,All / Consumables / Cons - Cleaning,122.0,122.0,LOT-0000006031,KAT/Stock/Zone (A),2025-02-09,2026-11-12,2026-06-13,2026-06-13,BREAD-0000006031
PROD-006032,A4 Paper,BAR-0000006032,Coffee & Other Drinks,455.0,455.0,LOT-0000006032,KAT/Stock/Zone (B),2024-01-12,2025-08-28,2025-04-10,2025-04-10,BREAD-0000006032
PROD-006033,Argento Clear Offer,BAR-0000006033,Commodities,46.0,46.0,LOT-0000006033,KAT/Stock/Zone (A),2025-11-04,2030-01-27,2029-08-28,2029-08-28,BREAD-0000006033
PROD-006034,A4 Paper,UNKNOWN_BARCODE,All / Consumables / Cons - Cleaning,331.0,331.0,LOT-0000006034,KAT/Stock,2024-11-26,2025-12-08,2025-09-16,2025-09-16,BREAD-0000006034
PROD-006035,Shanon,BAR-0000006035,Centralized Fresh,9.0,9.0,LOT-0000006035,KAT/Stock/Zone (F),2024-04-25,2025-11-07,2025-09-19,2025-09-19,BREAD-0000006035
PROD-006036,Rhodes Natural Feta Gold,BAR-0000006036,Water,143.0,143.0,LOT-0000006036,KAT/Stock/Zone (B),2025-11-05,2028-07-11,2028-03-15,2028-03-15,BREAD-0000006036
PROD-006037,Rhodes Cheddar Cheese,BAR-0000006037,Coffee & Other Drinks,430.0,430.0,LOT-0000006037,KAT/Stock/Zone (A),2024-07-28,2025-11-07,2025-09-28,2025-09-28,BREAD-0000006037
PROD-006038,Rhodes Cheddar Cheese,BAR-0000006038,Centralized Fresh,298.0,298.0,LOT-0000006038,KAT/Stock/Zone (B),2024-04-29,2028-08-04,2028-03-01,2028-03-01,BREAD-0000006038
PROD-006039,Puvana Natural Water,BAR-0000006039,All / ASTS / Furniture,151.0,151.0,LOT-0000006039,KAT/Stock/Zone (A),2025-07-28,2026-11-13,2026-08-24,2026-08-24,UNKNOWN_BREADFAST_BARCODE
PROD-006040,Flash,BAR-0000006040,Personal Care,486.0,486.0,LOT-0000006040,KAT/Stock/Zone (A),2023-09-14,2025-09-23,2025-07-02,2025-07-02,BREAD-0000006040
PROD-006041,Shanon,UNKNOWN_BARCODE,Water,135.0,135.0,LOT-0000006041,KAT/Stock/Zone (B),2023-01-27,2024-05-31,2024-02-23,2024-02-23,BREAD-0000006041
PROD-006042,Rhodes Cheddar Cheese,BAR-0000006042,All / ASTS / Furniture,74.0,74.0,LOT-0000006042,KAT/Stock/Zone (F),2025-11-14,2028-11-29,2028-10-24,2028-10-24,BREAD-0000006042
PROD-006043,Rhodes Natural Feta Gold,UNKNOWN_BARCODE,Coffee & Other Drinks,360.0,360.0,LOT-0000006043,KAT/Stock/Zone (A),2025-12-21,2028-01-09,2027-07-24,2027-07-24,BREAD-0000006043
PROD-006044,Argento Clear Offer,BAR-0000006044,Personal Care,25.0,25.0,LOT-0000006044,KAT/Stock,2023-08-21,2025-01-14,2024-08-08,2024-08-08,BREAD-0000006044
PROD-006045,Rhodes Cheddar Cheese,BAR-0000006045,Personal Care,6.0,6.0,LOT-0000006045,KAT/Stock/Zone (B),2023-12-15,2026-10-27,2026-06-17,2026-06-17,BREAD-0000006045
PROD-006046,Big Tissue Roll,BAR-0000006046,Coffee & Other Drinks,78.0,78.0,LOT-0000006046,KAT/Stock,2024-02-18,2027-12-08,2027-06-13,2027-06-13,BREAD-0000006046
PROD-006047,A4 Paper,UNKNOWN_BARCODE,All / ASTS / Furniture,14.0,14.0,LOT-0000006047,KAT/Stock/Zone (A),2024-02-10,2027-10-31,2027-07-25,2027-07-25,BREAD-0000006047
PROD-006048,Rhodes Cheddar Cheese,BAR-0000006048,Centralized Fresh,431.0,431.0,LOT-0000006048,KAT/Stock/Zone (A),2025-08-16,2028-02-18,2027-10-21,2027-10-21,BREAD-0000006048
PROD-006049,Shanon,UNKNOWN_BARCODE,All / Consumables / Cons - Cleaning,386.0,386.0,LOT-0000006049,KAT/Stock/Zone (B),2024-05-30,2027-06-17,2027-02-13,2027-02-13,BREAD-0000006049
PROD-006050,Harvest Tomato Paste,BAR-0000006050,Water,399.0,399.0,LOT-0000006050,KAT/Stock/Zone (F),2025-10-06,2029-08-01,2029-03-07,2029-03-07,BREAD-0000006050
PROD-006051,Harvest Tomato Paste,UNKNOWN_BARCODE,Commodities,206.0,206.0,LOT-0000006051,KAT/Stock,2023-10-14,2028-01-12,2027-08-15,2027-08-15,BREAD-0000006051
PROD-006052,Argento Clear Offer,BAR-0000006052,Coffee & Other Drinks,88.0,88.0,LOT-0000006052,KAT/Stock/Zone (F),2023-11-03,2026-01-11,2025-11-07,2025-11-07,BREAD-0000006052
PROD-006053,Harvest Tomato Paste,BAR-0000006053,Coffee & Other Drinks,96.0,96.0,LOT-0000006053,KAT/Stock,2024-07-15,2027-09-24,2027-08-05,2027-08-05,BREAD-0000006053
PROD-006054,Argento Clear Offer,BAR-0000006054,Personal Care,397.0,397.0,LOT-0000006054,KAT/Stock/Zone (F),2025-02-20,2030-02-16,2029-11-26,2029-11-26,UNKNOWN_BREADFAST_BARCODE
PROD-006055,Shanon,BAR-0000006055,All / Consumables / Cons - Operations,215.0,215.0,LOT-0000006055,KAT/Stock/Zone (B),2025-10-28,2027-09-17,2027-03-25,2027-03-25,BREAD-0000006055
PROD-006056,Flash,BAR-0000006056,Personal Care,458.0,458.0,LOT-0000006056,KAT/Stock,2023-12-23,2025-05-27,2025-04-25,2025-04-25,BREAD-0000006056
PROD-006057,Harvest Tomato Paste,BAR-0000006057,Commodities,258.0,258.0,LOT-0000006057,KAT/Stock/Zone (B),2024-08-03,2028-09-13,2028-05-26,2028-05-26,BREAD-0000006057
PROD-006058,Puvana Natural Water,UNKNOWN_BARCODE,All / Consumables / Cons - Cleaning,328.0,328.0,LOT-0000006058,KAT/Stock/Zone (F),2023-05-19,2024-09-06,2024-05-06,2024-05-06,BREAD-0000006058
PROD-006059,Rhodes Natural Feta Gold,BAR-0000006059,Personal Care,453.0,453.0,LOT-0000006059,KAT/Stock/Zone (F),2024-02-27,2027-11-09,2027-07-03,2027-07-03,BREAD-0000006059
PROD-006060,A4 Paper,BAR-0000006060,All / Consumables / Cons - Operations,286.0,286.0,LOT-0000006060,KAT/Stock/Zone (F),2024-02-01,2028-02-01,2027-09-09,2027-09-09,BREAD-0000006060
PROD-006061,Harvest Tomato Paste,BAR-0000006061,Coffee & Other Drinks,374.0,374.0,LOT-0000006061,KAT/Stock/Zone (B),2025-04-11,2028-11-19,2028-08-09,2028-08-09,BREAD-0000006061
PROD-006062,Argento Clear Offer,BAR-0000006062,Centralized Fresh,463.0,463.0,LOT-0000006062,KAT/Stock/Zone (A),2023-11-01,2028-02-29,2027-12-22,2027-12-22,BREAD-0000006062
PROD-006063,Shanon,BAR-0000006063,Personal Care,74.0,74.0,LOT-0000006063,KAT/Stock/Zone (A),2025-11-08,2030-05-27,2030-03-09,2030-03-09,BREAD-0000006063
PROD-006064,Harvest Tomato Paste,BAR-0000006064,Water,241.0,241.0,LOT-0000006064,KAT/Stock,2023-08-14,2027-03-28,2026-10-03,2026-10-03,BREAD-0000006064
PROD-006065,Rhodes Cheddar Cheese,UNKNOWN_BARCODE,Centralized Fresh,16.0,16.0,LOT-0000006065,KAT/Stock/Zone (B),2025-04-30,2028-05-04,2027-11-07,2027-11-07,BREAD-0000006065
PROD-006066,Harvest Tomato Paste,BAR-0000006066,All / Consumables / Cons - Operations,176.0,176.0,LOT-0000006066,KAT/Stock/Zone (B),2024-05-09,2027-09-28,2027-07-12,2027-07-12,BREAD-0000006066
PROD-006067,Argento Clear Offer,BAR-0000006067,All / ASTS / Furniture,258.0,258.0,LOT-0000006067,KAT/Stock/Zone (B),2024-09-18,2025-12-20,2025-07-21,2025-07-21,BREAD-0000006067
PROD-006068,Big Tissue Roll,BAR-0000006068,Personal Care,122.0,122.0,LOT-0000006068,KAT/Stock/Zone (F),2023-11-23,2026-11-10,2026-05-15,2026-05-15,UNKNOWN_BREADFAST_BARCODE
PROD-006069,Big Tissue Roll,BAR-0000006069,Commodities,466.0,466.0,LOT-0000006069,KAT/Stock/Zone (B),2024-05-19,2027-03-31,2026-11-09,2026-11-09,BREAD-0000006069
PROD-006070,Harvest Tomato Paste,BAR-0000006070,Coffee & Other Drinks,471.0,471.0,LOT-0000006070,KAT/Stock/Zone (A),2024-08-29,2027-06-27,2027-03-30,2027-03-30,BREAD-0000006070
PROD-006071,A4 Paper,BAR-0000006071,Coffee & Other Drinks,310.0,310.0,LOT-0000006071,KAT/Stock,2024-08-29,2027-01-25,2026-12-20,2026-12-20,BREAD-0000006071
PROD-006072,Shanon,BAR-0000006072,Centralized Fresh,110.0,110.0,LOT-0000006072,KAT/Stock/Zone (A),2025-09-30,2030-02-24,2029-09-29,2029-09-29,BREAD-0000006072
PROD-006073,Puvana Natural Water,BAR-0000006073,Personal Care,255.0,255.0,LOT-0000006073,KAT/Stock/Zone (B),2024-05-23,2028-03-16,2028-01-16,2028-01-16,BREAD-0000006073
PROD-006074,Puvana Natural Water,UNKNOWN_BARCODE,Commodities,233.0,233.0,LOT-0000006074,KAT/Stock,2024-10-18,2026-04-29,2025-11-19,2025-11-19,BREAD-0000006074
PROD-006075,Harvest Tomato Paste,BAR-0000006075,Water,455.0,455.0,LOT-0000006075,KAT/Stock,2024-06-14,2025-08-06,2025-04-06,2025-04-06,BREAD-0000006075
PROD-006076,Harvest Tomato Paste,BAR-0000006076,Personal Care,496.0,496.0,LOT-0000006076,KAT/Stock/Zone (B),2023-02-06,2026-08-27,2026-07-22,2026-07-22,BREAD-0000006076
PROD-006077,Big Tissue Roll,BAR-0000006077,Centralized Fresh,355.0,355.0,LOT-0000006077,KAT/Stock/Zone (B),2023-11-10,2027-07-12,2027-02-02,2027-02-02,UNKNOWN_BREADFAST_BARCODE
PROD-006078,Argento Clear Offer,BAR-0000006078,All / Consumables / Cons - Cleaning,39.0,39.0,LOT-0000006078,KAT/Stock/Zone (A),2023-08-08,2026-10-27,2026-09-03,2026-09-03,BREAD-0000006078
PROD-006079,A4 Paper,UNKNOWN_BARCODE,Centralized Fresh,121.0,121.0,LOT-0000006079,KAT/Stock/Zone (A),2024-10-01,2029-02-14,2028-12-14,2028-12-14,BREAD-0000006079
PROD-006080,Harvest Tomato Paste,BAR-0000006080,All / Consumables / Cons - Operations,449.0,449.0,LOT-0000006080,KAT/Stock/Zone (F),2024-02-08,2028-02-15,2027-10-14,2027-10-14,UNKNOWN_BREADFAST_BARCODE
PROD-006081,Puvana Natural Water,BAR-0000006081,Centralized Fresh,214.0,214.0,LOT-0000006081,KAT/Stock/Zone (F),2024-04-23,2028-02-18,2027-10-24,2027-10-24,BREAD-0000006081
PROD-006082,Shanon,UNKNOWN_BARCODE,Coffee & Other Drinks,295.0,295.0,LOT-0000006082,KAT/Stock/Zone (F),2024-12-22,2026-03-22,2025-10-18,2025-10-18,BREAD-0000006082
PROD-006083,Flash,BAR-0000006083,Water,285.0,285.0,LOT-0000006083,KAT/Stock/Zone (B),2025-07-25,2027-07-05,2027-04-29,2027-04-29,BREAD-0000006083
PROD-006084,Rhodes Cheddar Cheese,UNKNOWN_BARCODE,Centralized Fresh,280.0,280.0,LOT-0000006084,KAT/Stock/Zone (B),2025-04-03,2029-01-18,2028-09-01,2028-09-01,UNKNOWN_BREADFAST_BARCODE
PROD-006085,Harvest Tomato Paste,UNKNOWN_BARCODE,Centralized Fresh,6.0,6.0,LOT-0000006085,KAT/Stock/Zone (F),2023-08-08,2025-07-23,2025-02-19,2025-02-19,BREAD-0000006085
PROD-006086,Argento Clear Offer,BAR-0000006086,Water,91.0,91.0,LOT-0000006086,KAT/Stock/Zone (F),2024-01-02,2025-07-29,2025-02-24,2025-02-24,UNKNOWN_BREADFAST_BARCODE
PROD-006087,Harvest Tomato Paste,BAR-0000006087,Centralized Fresh,360.0,360.0,LOT-0000006087,KAT/Stock/Zone (A),2025-09-10,2027-05-25,2027-04-22,2027-04-22,BREAD-0000006087
PROD-006088,Argento Clear Offer,BAR-0000006088,Coffee & Other Drinks,433.0,433.0,LOT-0000006088,KAT/Stock/Zone (F),2024-11-14,2028-10-13,2028-06-05,2028-06-05,BREAD-0000006088
PROD-006089,A4 Paper,BAR-0000006089,Water,122.0,122.0,LOT-0000006089,KAT/Stock/Zone (F),2025-08-26,2028-08-21,2028-05-23,2028-05-23,BREAD-0000006089
PROD-006090,Flash,BAR-0000006090,Coffee & Other Drinks,336.0,336.0,LOT-0000006090,KAT/Stock,2025-11-21,2028-10-16,2028-06-28,2028-06-28,BREAD-0000006090
PROD-006091,Rhodes Natural Feta Gold,BAR-0000006091,Coffee & Other Drinks,95.0,95.0,LOT-0000006091,KAT/Stock/Zone (F),2025-10-15,2027-08-14,2027-03-28,2027-03-28,UNKNOWN_BREADFAST_BARCODE
PROD-006092,Shanon,UNKNOWN_BARCODE,Coffee & Other Drinks,0.0,0.0,LOT-0000006092,KAT/Stock,2025-12-13,2030-05-30,2030-02-12,2030-02-12,BREAD-0000006092
PROD-006093,Shanon,BAR-0000006093,All / Consumables / Cons - Operations,90.0,90.0,LOT-0000006093,KAT/Stock/Zone (F),2024-02-27,2027-07-10,2027-04-11,2027-04-11,BREAD-0000006093
PROD-006094,Argento Clear Offer,BAR-0000006094,Water,427.0,427.0,LOT-0000006094,KAT/Stock,2025-09-30,2027-06-01,2026-12-25,2026-12-25,BREAD-0000006094
PROD-006095,Big Tissue Roll,BAR-0000006095,All / Consumables / Cons - Operations,483.0,483.0,LOT-0000006095,KAT/Stock/Zone (F),2023-08-22,2026-10-15,2026-09-10,2026-09-10,BREAD-0000006095
PROD-006096,Argento Clear Offer,UNKNOWN_BARCODE,All / Consumables / Cons - Operations,432.0,432.0,LOT-0000006096,KAT/Stock/Zone (A),2025-04-08,2027-11-19,2027-09-30,2027-09-30,BREAD-0000006096
PROD-006097,Big Tissue Roll,BAR-0000006097,Commodities,6.0,6.0,LOT-0000006097,KAT/Stock/Zone (B),2025-01-12,2026-11-11,2026-07-22,2026-07-22,BREAD-0000006097
PROD-006098,Elano Water Carton,BAR-0000006098,Water,119.0,119.0,LOT-0000006098,KAT/Stock,2025-09-13,2027-01-01,2026-11-05,2026-11-05,BREAD-0000006098
PROD-006099,Puvana Natural Water,UNKNOWN_BARCODE,Centralized Fresh,386.0,386.0,LOT-0000006099,KAT/Stock/Zone (B),2025-05-28,2029-07-24,2029-02-05,2029-02-05,BREAD-0000006099
PROD-006100,Shanon,UNKNOWN_BARCODE,Personal Care,349.0,349.0,LOT-0000006100,KAT/Stock/Zone (A),2025-01-02,2029-10-18,2029-07-16,2029-07-16,BREAD-0000006100
PROD-006101,A4 Paper,UNKNOWN_BARCODE,Commodities,128.0,128.0,LOT-0000006101,KAT/Stock/Zone (F),2024-11-05,2026-07-22,2026-03-22,2026-03-22,BREAD-0000006101
PROD-006102,Argento Clear Offer,UNKNOWN_BARCODE,All / Consumables / Cons - Cleaning,178.0,178.0,LOT-0000006102,KAT/Stock/Zone (F),2024-10-16,2027-08-12,2027-02-27,2027-02-27,BREAD-0000006102
PROD-006103,A4 Paper,BAR-0000006103,Personal Care,97.0,97.0,LOT-0000006103,KAT/Stock/Zone (A),2023-09-15,2026-02-26,2025-11-07,2025-11-07,BREAD-0000006103
PROD-006104,Flash,BAR-0000006104,Coffee & Other Drinks,421.0,421.0,LOT-0000006104,KAT/Stock/Zone (B),2025-09-28,2028-04-10,2028-01-10,2028-01-10,BREAD-0000006104
PROD-006105,A4 Paper,BAR-0000006105,Water,42.0,42.0,LOT-0000006105,KAT/Stock/Zone (B),2024-09-15,2029-02-03,2028-09-18,2028-09-18,BREAD-0000006105
PROD-006106,Harvest Tomato Paste,BAR-0000006106,Centralized Fresh,182.0,182.0,LOT-0000006106,KAT/Stock/Zone (B),2023-04-09,2024-05-30,2023-12-09,2023-12-09,BREAD-0000006106
PROD-006107,Puvana Natural Water,BAR-0000006107,All / Consumables / Cons - Operations,184.0,184.0,LOT-0000006107,KAT/Stock/Zone (B),2023-01-12,2026-07-01,2026-02-23,2026-02-23,BREAD-0000006107
PROD-006108,Harvest Tomato Paste,BAR-0000006108,All / ASTS / Furniture,52.0,52.0,LOT-0000006108,KAT/Stock,2025-03-23,2026-09-28,2026-05-22,2026-05-22,BREAD-0000006108
PROD-006109,Rhodes Cheddar Cheese,UNKNOWN_BARCODE,All / Consumables / Cons - Cleaning,227.0,227.0,LOT-0000006109,KAT/Stock/Zone (B),2023-06-28,2024-11-17,2024-09-14,2024-09-14,BREAD-0000006109
PROD-006110,Argento Clear Offer,BAR-0000006110,Commodities,160.0,160.0,LOT-0000006110,KAT/Stock,2025-10-27,2028-11-24,2028-06-21,2028-06-21,BREAD-0000006110
PROD-006111,Shanon,BAR-0000006111,Commodities,234.0,234.0,LOT-0000006111,KAT/Stock/Zone (A),2023-06-01,2027-09-16,2027-05-27,2027-05-27,BREAD-0000006111
PROD-006112,Argento Clear Offer,BAR-0000006112,Personal Care,463.0,463.0,LOT-0000006112,KAT/Stock/Zone (F),2025-04-14,2028-06-24,2028-02-25,2028-02-25,BREAD-0000006112
PROD-006113,Puvana Natural Water,UNKNOWN_BARCODE,Commodities,445.0,445.0,LOT-0000006113,KAT/Stock,2024-08-04,2027-07-22,2027-06-20,2027-06-20,UNKNOWN_BREADFAST_BARCODE
PROD-006114,Rhodes Natural Feta Gold,BAR-0000006114,Centralized Fresh,357.0,357.0,LOT-0000006114,KAT/Stock/Zone (B),2024-07-18,2028-07-13,2028-02-07,2028-02-07,BREAD-0000006114
PROD-006115,Rhodes Natural Feta Gold,BAR-0000006115,Coffee & Other Drinks,394.0,394.0,LOT-0000006115,KAT/Stock/Zone (F),2023-07-15,2026-12-03,2026-09-12,2026-09-12,BREAD-0000006115
PROD-006116,Rhodes Cheddar Cheese,BAR-0000006116,All / Consumables / Cons - Cleaning,199.0,199.0,LOT-0000006116,KAT/Stock,2023-11-21,2026-09-05,2026-04-29,2026-04-29,BREAD-0000006116
PROD-006117,Puvana Natural Water,BAR-0000006117,Coffee & Other Drinks,435.0,435.0,LOT-0000006117,KAT/Stock/Zone (F),2024-04-26,2028-05-31,2028-03-26,2028-03-26,BREAD-0000006117
PROD-006118,Elano Water Carton,BAR-0000006118,All / ASTS / Furniture,0.0,0.0,LOT-0000006118,KAT/Stock/Zone (A),2023-07-27,2025-01-26,2024-09-18,2024-09-18,BREAD-0000006118
PROD-006119,Elano Water Carton,UNKNOWN_BARCODE,All / ASTS / Furniture,13.0,13.0,LOT-0000006119,KAT/Stock/Zone (B),2025-07-24,2029-10-10,2029-07-29,2029-07-29,BREAD-0000006119
PROD-006120,Elano Water Carton,UNKNOWN_BARCODE,Commodities,477.0,477.0,LOT-0000006120,KAT/Stock/Zone (A),2025-08-14,2028-03-25,2027-12-23,2027-12-23,BREAD-0000006120
PROD-006121,Shanon,UNKNOWN_BARCODE,All / ASTS / Furniture,212.0,212.0,LOT-0000006121,KAT/Stock/Zone (F),2024-03-01,2027-03-29,2026-10-27,2026-10-27,BREAD-0000006121
PROD-006122,Shanon,BAR-0000006122,Personal Care,377.0,377.0,LOT-0000006122,KAT/Stock/Zone (A),2025-12-21,2027-04-01,2027-02-25,2027-02-25,BREAD-0000006122
PROD-006123,Elano Water Carton,UNKNOWN_BARCODE,Coffee & Other Drinks,276.0,276.0,LOT-0000006123,KAT/Stock/Zone (B),2024-07-20,2028-09-24,2028-06-18,2028-06-18,BREAD-0000006123
PROD-006124,Rhodes Natural Feta Gold,UNKNOWN_BARCODE,Water,33.0,33.0,LOT-0000006124,KAT/Stock,2024-09-09,2029-07-21,2029-01-24,2029-01-24,UNKNOWN_BREADFAST_BARCODE
PROD-006125,Puvana Natural Water,UNKNOWN_BARCODE,Commodities,485.0,485.0,LOT-0000006125,KAT/Stock/Zone (A),2025-08-02,2028-06-11,2028-03-17,2028-03-17,BREAD-0000006125
PROD-006126,A4 Paper,BAR-0000006126,All / Consumables / Cons - Cleaning,473.0,473.0,LOT-0000006126,KAT/Stock/Zone (B),2025-06-05,2027-10-06,2027-06-14,2027-06-14,BREAD-0000006126
PROD-006127,Puvana Natural Water,UNKNOWN_BARCODE,Water,360.0,360.0,LOT-0000006127,KAT/Stock/Zone (F),2025-07-17,2029-07-02,2029-05-10,2029-05-10,UNKNOWN_BREADFAST_BARCODE
PROD-006128,Elano Water Carton,BAR-0000006128,Coffee & Other Drinks,269.0,269.0,LOT-0000006128,KAT/Stock/Zone (A),2023-10-11,2026-07-02,2026-02-08,2026-02-08,BREAD-0000006128
PROD-006129,Puvana Natural Water,UNKNOWN_BARCODE,All / ASTS / Furniture,167.0,167.0,LOT-0000006129,KAT/Stock,2025-12-16,2027-03-13,2026-11-12,2026-11-12,BREAD-0000006129
PROD-006130,Flash,BAR-0000006130,Centralized Fresh,377.0,377.0,LOT-0000006130,KAT/Stock/Zone (A),2024-11-11,2028-12-30,2028-09-17,2028-09-17,BREAD-0000006130
PROD-006131,Shanon,BAR-0000006131,All / ASTS / Furniture,418.0,418.0,LOT-0000006131,KAT/Stock/Zone (F),2024-01-11,2027-09-30,2027-08-10,2027-08-10,UNKNOWN_BREADFAST_BARCODE
PROD-006132,Shanon,UNKNOWN_BARCODE,Water,169.0,169.0,LOT-0000006132,KAT/Stock/Zone (F),2024-01-11,2028-06-30,2028-02-12,2028-02-12,UNKNOWN_BREADFAST_BARCODE
PROD-006133,Rhodes Natural Feta Gold,BAR-0000006133,All / ASTS / Furniture,81.0,81.0,LOT-0000006133,KAT/Stock/Zone (F),2025-02-10,2029-02-04,2028-12-03,2028-12-03,BREAD-0000006133
PROD-006134,A4 Paper,BAR-0000006134,Coffee & Other Drinks,403.0,403.0,LOT-0000006134,KAT/Stock/Zone (A),2025-02-26,2026-12-16,2026-07-22,2026-07-22,BREAD-0000006134
